"income","loan_size","collateral","city","LTV","PD"
14000,254107,343700,"IL.Chicago",0.739327902240326,0.0142175120775983
18000,379202,473300,"CA.Los.Angeles",0.801187407563913,0.0294871998019874
12000,469234,206900,"IL.Chicago",2.26792653455776,0.0193358149026635
18000,258261,318200,"CA.Los.Angeles",0.811631049654305,0.00113778272799902
14000,162644,162800,"CA.Los.Angeles",0.999041769041769,0.0239646900854945
16000,218587,350500,"IL.Chicago",0.623643366619116,0.014645183615846
22000,284222,518700,"CA.Los.Angeles",0.547950645845383,0.0114187600582393
4000,341305,358200,"CA.Los.Angeles",0.952833612506979,0.024026954811559
4000,353383,508600,"CA.Los.Angeles",0.694815178922532,0.0162010678357781
14000,351881,295500,"IL.Chicago",1.1907986463621,0.00203976742901683
8000,310366,317900,"IL.Chicago",0.976300723497955,0.00352596668889875
14000,312422,222000,"IL.Chicago",1.40730630630631,0.0618542975450456
14000,341842,30300,"MI.Detroit",11.2819141914191,0.117763867324734
6000,251580,289800,"IL.Chicago",0.868115942028985,0.0340970992273988
18000,252782,225700,"MI.Detroit",1.11999113867966,0.0203390434996546
12000,259841,301100,"CA.Los.Angeles",0.862972434407174,0.0228621835164207
4000,443688,584000,"IL.Chicago",0.759739726027397,0.00668804282945268
2000,201898,261100,"CA.Los.Angeles",0.773259287629261,0.0253973088926797
20000,263257,252500,"MI.Detroit",1.04260198019802,0.0231739663108113
10000,310984,200600,"IL.Chicago",1.55026919242273,0.0224297728308083
2000,369501,257300,"CA.Los.Angeles",1.43607073455111,0.0359602412626633
10000,463595,308900,"CA.Los.Angeles",1.50079313693752,0.0550258238981708
16000,324934,295100,"CA.Los.Angeles",1.1010979329041,0.0516499987771439
2000,367485,381100,"CA.Los.Angeles",0.964274468643401,0.0157251416851803
8000,408165,289800,"CA.Los.Angeles",1.40843685300207,0.0331760934134795
6000,366640,355400,"IL.Chicago",1.03162633652223,0.0379344724593726
0,278514,252900,"IL.Chicago",1.10128113879004,0.0107872692522729
12000,193229,222900,"MI.Detroit",0.866886496186631,0.0333693758008271
2000,203067,230800,"IL.Chicago",0.879839688041594,0.000997140635126922
10000,273421,383500,"MI.Detroit",0.712962190352021,0.0250895926160986
14000,279054,340500,"IL.Chicago",0.819541850220264,0.0197107616391154
8000,297588,164400,"CA.Los.Angeles",1.81014598540146,0.0633753086552041
6000,226392,79800,"CA.Los.Angeles",2.83699248120301,0.0755724432789721
10000,299746,260500,"MI.Detroit",1.15065642994242,0.0474796183732036
18000,271164,145900,"CA.Los.Angeles",1.85856065798492,0.0500744192905617
6000,491859,792100,"MI.Detroit",0.620955687413205,0.0286747628097418
4000,407752,414300,"IL.Chicago",0.984195027757664,0.016358402939289
12000,381005,472300,"MI.Detroit",0.806701249206013,0.0247064713657381
2000,344222,286900,"CA.Los.Angeles",1.19979783896828,0.00768133295208957
12000,482461,488800,"CA.Los.Angeles",0.987031505728314,0.00385749681605323
12000,233224,225000,"IL.Chicago",1.03655111111111,0.00780485623749428
8000,225239,252400,"CA.Los.Angeles",0.892389064976228,0.0291157101657199
12000,143840,158300,"MI.Detroit",0.908654453569172,0.0429071502792881
8000,260995,324800,"IL.Chicago",0.803556034482759,0.0211478368635841
12000,106775,148900,"IL.Chicago",0.7170920080591,0.0232204621584921
14000,339070,460400,"MI.Detroit",0.736468288444831,0.010922541892371
16000,261067,253100,"CA.Los.Angeles",1.03147767680759,0.043010074993666
8000,138662,121800,"CA.Los.Angeles",1.13844006568145,0.017401158050751
16000,545010,662100,"IL.Chicago",0.823153602174898,0.023132863310028
8000,433505,553600,"IL.Chicago",0.78306539017341,0.0143801406123383
4000,411288,584900,"MI.Detroit",0.703176611386562,0.0176278850936537
6000,337856,348900,"IL.Chicago",0.968346231011751,0.0377863884929169
6000,214958,259700,"IL.Chicago",0.827716596072391,0.0372523177929184
12000,378465,416200,"CA.Los.Angeles",0.90933445458914,0.00581169291345687
16000,397373,297000,"MI.Detroit",1.33795622895623,0.0547998725818743
10000,496354,573000,"IL.Chicago",0.866237347294939,0.0149194553915911
12000,329961,252400,"IL.Chicago",1.307293977813,0.00849218737027777
10000,280421,397400,"CA.Los.Angeles",0.705639154504278,0.0148184425651807
4000,310942,436300,"IL.Chicago",0.71267934907174,0.00180074606554449
4000,362565,425200,"IL.Chicago",0.85269285042333,0.0340588706361852
12000,375692,590100,"CA.Los.Angeles",0.636658193526521,0.00491128407201088
6000,388285,618700,"CA.Los.Angeles",0.627582026830451,0.0274595878606693
12000,339413,212100,"IL.Chicago",1.60024988213107,0.0740265583075743
10000,342178,527300,"MI.Detroit",0.648924710790821,0.0092093619328537
16000,264547,313900,"MI.Detroit",0.842774769034724,0.0184887147193676
6000,266804,359200,"CA.Los.Angeles",0.742772828507795,0.0264410786016504
16000,386680,464100,"CA.Los.Angeles",0.833182503770739,0.0364933238451357
4000,267017,225400,"IL.Chicago",1.18463620230701,0.0530920646843563
10000,470108,670300,"CA.Los.Angeles",0.701339698642399,0.00280003355533386
10000,565805,695100,"IL.Chicago",0.813990792691699,0.0108084063150054
14000,388689,360700,"IL.Chicago",1.07759634044913,0.0279815447373722
10000,388767,384600,"MI.Detroit",1.01083463338534,0.0473326242205735
12000,447168,547700,"IL.Chicago",0.816446960014606,0.0207957352895071
8000,251904,377100,"IL.Chicago",0.668003182179793,0.00352005277442477
6000,107580,98500,"IL.Chicago",1.09218274111675,0.0519019868837925
6000,228921,323600,"IL.Chicago",0.707419653893696,0.0191382578376163
10000,497447,546300,"IL.Chicago",0.910574775764232,0.0359905309525915
4000,345104,280600,"CA.Los.Angeles",1.22987883107627,0.050243043130725
4000,368978,467200,"IL.Chicago",0.789764554794521,0.00739589275621789
8000,369523,353700,"CA.Los.Angeles",1.04473565168222,0.0470425648986393
8000,444970,189500,"CA.Los.Angeles",2.34812664907652,0.0172677840609748
10000,170204,201200,"IL.Chicago",0.845944333996024,0.035667867028419
12000,423764,491500,"MI.Detroit",0.86218514750763,0.0251853296627071
14000,340302,548200,"IL.Chicago",0.620762495439621,0.0254844478875786
14000,379856,362400,"IL.Chicago",1.04816777041943,0.0418326848784367
12000,137878,176400,"IL.Chicago",0.781621315192744,0.0371288974290492
12000,310905,355700,"CA.Los.Angeles",0.874065223502952,0.00186464954170288
12000,427235,379200,"CA.Los.Angeles",1.12667457805907,0.044172188884873
6000,35160,72700,"IL.Chicago",0.48363136176066,0.0104301040402346
12000,274355,289600,"CA.Los.Angeles",0.947358425414365,0.0191906034792326
12000,264796,384300,"IL.Chicago",0.689034608378871,0.00319521363444698
8000,265449,216800,"IL.Chicago",1.22439575645756,0.0266260804151392
14000,511560,671400,"IL.Chicago",0.761930294906166,0.0100582967508439
0,530680,397700,"IL.Chicago",1.3343726426955,0.000377185280154477
10000,435614,309200,"MI.Detroit",1.40884217335058,0.0577005014682101
2000,217777,159400,"IL.Chicago",1.36622961104141,0.0637221398873059
4000,482284,399000,"IL.Chicago",1.20873182957393,0.0377548094227098
10000,513826,439000,"CA.Los.Angeles",1.17044646924829,0.0511762153890662
8000,385664,616200,"CA.Los.Angeles",0.625874716001298,0.00696319852306525
16000,433850,623900,"CA.Los.Angeles",0.695383875621093,0.0154516398441074
16000,226532,217900,"IL.Chicago",1.03961450206517,0.0412529901668165
8000,332399,487900,"IL.Chicago",0.681285099405616,0.00253461378820435
2000,222906,216100,"IL.Chicago",1.03149467838963,0.00992605841455411
4000,144998,127800,"IL.Chicago",1.1345696400626,0.00536552641357762
8000,219054,141400,"IL.Chicago",1.54917963224894,0.0305982398905798
10000,324466,255400,"CA.Los.Angeles",1.2704228660924,0.038338521937052
10000,248612,204000,"IL.Chicago",1.2186862745098,0.0570552942773569
20000,480852,512700,"IL.Chicago",0.937881802223523,0.0231648142481121
10000,342357,419500,"IL.Chicago",0.816107270560191,0.00662180486030933
2000,297179,302100,"IL.Chicago",0.983710691823899,0.00331567372419101
10000,276656,42000,"CA.Los.Angeles",6.58704761904762,0.12923190280549
2000,423025,483900,"IL.Chicago",0.874199214713784,0.0079548362037511
6000,320441,427500,"IL.Chicago",0.749569590643275,0.0355756025578187
8000,351899,549800,"MI.Detroit",0.640049108766824,0.029066627353489
4000,268255,273600,"IL.Chicago",0.98046418128655,0.0239546997527045
14000,435581,416500,"IL.Chicago",1.04581272509004,0.0307364955304801
6000,275482,325600,"CA.Los.Angeles",0.846074938574939,0.0175605646597139
14000,380513,359600,"MI.Detroit",1.05815628476085,0.0467759870246608
14000,435587,448300,"CA.Los.Angeles",0.971641757751506,0.0478377938201436
10000,278685,302400,"CA.Los.Angeles",0.921577380952381,0.0325796811286689
10000,271563,356300,"IL.Chicago",0.762175133314622,0.00242226150416646
10000,222527,357500,"IL.Chicago",0.622453146853147,0.00676510896062094
8000,302511,240300,"IL.Chicago",1.25888888888889,0.0211860610667952
10000,260500,191900,"MI.Detroit",1.35747785304846,0.0153146424256032
8000,171590,182500,"CA.Los.Angeles",0.940219178082192,0.0371874236720384
10000,393857,680500,"IL.Chicago",0.578775900073475,0.00680048844605764
6000,106352,133000,"CA.Los.Angeles",0.799639097744361,0.0385847592981854
8000,413658,380800,"IL.Chicago",1.08628676470588,0.0438290821735294
6000,210613,373800,"CA.Los.Angeles",0.563437667201712,0.0196241999476316
0,234110,230500,"CA.Los.Angeles",1.01566160520607,0.0331573964918523
20000,235034,359600,"CA.Los.Angeles",0.653598442714127,0.00608331833578759
10000,266663,326500,"MI.Detroit",0.816732006125574,0.0188719125568806
10000,195989,89600,"IL.Chicago",2.18737723214286,0.105328055876111
12000,226016,249100,"IL.Chicago",0.907330389401847,0.0217312855400423
20000,272211,175500,"MI.Detroit",1.55105982905983,0.00897195859099022
8000,242516,255200,"CA.Los.Angeles",0.950297805642633,0.0178293978402498
10000,194706,284100,"IL.Chicago",0.685343189017951,0.00718929355366646
16000,437403,660000,"CA.Los.Angeles",0.662731818181818,0.00387051052055591
12000,235223,199100,"IL.Chicago",1.18143144148669,0.0180219405909572
12000,156940,252600,"IL.Chicago",0.621298495645289,0.0278973084535556
18000,443588,312700,"CA.Los.Angeles",1.41857371282379,0.0625748804475396
12000,204529,313700,"IL.Chicago",0.651989161619382,0.0148384514101136
6000,440150,686100,"IL.Chicago",0.641524559102172,0.0166742335135243
8000,330909,402800,"MI.Detroit",0.821521847070506,0.0211155663932317
12000,247986,360300,"IL.Chicago",0.688276436303081,0.0207145962598216
12000,492962,551400,"IL.Chicago",0.894018861080885,0.0180499585145387
2000,287525,234600,"CA.Los.Angeles",1.22559676044331,0.00460624338957938
12000,374450,430000,"MI.Detroit",0.870813953488372,0.0113301892535406
12000,296339,435200,"IL.Chicago",0.680926011029412,0.0163469757924445
8000,207972,159500,"CA.Los.Angeles",1.30389968652038,0.0257104235619928
14000,236174,204400,"IL.Chicago",1.15545009784736,0.0213698152962416
24000,251970,235300,"IL.Chicago",1.07084572885678,0.0148163633938595
10000,290823,278500,"MI.Detroit",1.04424775583483,0.00853087386547703
12000,280915,256900,"CA.Los.Angeles",1.09347995328922,0.005573947971063
10000,123742,128300,"IL.Chicago",0.964473889321902,0.00279453924834595
8000,430249,185400,"IL.Chicago",2.3206526429342,0.0262026101908026
4000,127647,185700,"IL.Chicago",0.687382875605816,0.0173596509860483
8000,494710,491400,"MI.Detroit",1.00673585673586,0.0349839915284462
6000,340826,306800,"CA.Los.Angeles",1.11090612777053,0.00399859444670963
10000,377058,376300,"MI.Detroit",1.00201435025246,0.00644585799278754
8000,155226,233200,"CA.Los.Angeles",0.665634648370497,0.00429056066485409
14000,262964,417400,"IL.Chicago",0.630004791566842,0.00517633637186844
14000,309196,348300,"IL.Chicago",0.887728969279357,0.0050806711208155
10000,298621,273400,"IL.Chicago",1.09224945135333,0.0497735498121285
10000,280966,334900,"MI.Detroit",0.838954911914004,0.00974615752867536
10000,271414,254000,"CA.Los.Angeles",1.06855905511811,0.0390029290838604
8000,109899,167400,"CA.Los.Angeles",0.656505376344086,0.0212324344782329
10000,156105,256300,"IL.Chicago",0.609071400702302,0.0126863294070594
16000,363434,376200,"IL.Chicago",0.966065922381712,0.0387524642015373
2000,301616,264000,"IL.Chicago",1.14248484848485,0.0358181375560337
4000,340552,338800,"MI.Detroit",1.00517119244392,0.0446162090854295
12000,435052,327000,"IL.Chicago",1.33043425076453,0.0543974521446043
10000,378112,320600,"IL.Chicago",1.17938864628821,0.052728553882983
8000,334259,363700,"MI.Detroit",0.9190514160022,0.0247174598076714
16000,306995,582300,"CA.Los.Angeles",0.527211059591276,0.0095441366902817
16000,119604,130500,"IL.Chicago",0.916505747126437,0.0131287884730332
10000,266533,309300,"CA.Los.Angeles",0.861729712253476,0.00134506234066182
12000,187484,192800,"CA.Los.Angeles",0.972427385892116,0.0241659507813349
10000,257520,293200,"MI.Detroit",0.878308321964529,0.0283575140905095
4000,253347,334200,"CA.Los.Angeles",0.758070017953321,0.0155852654343001
8000,401723,325300,"CA.Los.Angeles",1.23493083307716,0.0205010337305462
6000,317440,345900,"MI.Detroit",0.917721884937843,0.0403908906457878
6000,236779,129800,"CA.Los.Angeles",1.82418335901387,0.00474611649093157
12000,472065,346900,"MI.Detroit",1.36081003170943,0.0330959048114962
8000,351518,308300,"IL.Chicago",1.14018164125851,0.0491983590273369
6000,279849,297400,"IL.Chicago",0.940985205110962,0.00748427660918729
10000,280633,375900,"IL.Chicago",0.746562915669061,0.014353613266313
10000,473762,484300,"IL.Chicago",0.978240759859591,0.0422600654570055
6000,469632,508800,"MI.Detroit",0.923018867924528,0.015124711383468
6000,327847,265100,"MI.Detroit",1.23669181440966,0.00856533731322569
16000,301152,352000,"CA.Los.Angeles",0.855545454545454,0.0330024324911678
16000,185943,174400,"IL.Chicago",1.0661869266055,0.00515663627433161
18000,279332,409000,"CA.Los.Angeles",0.682963325183374,0.00852021091460685
12000,162922,199500,"CA.Los.Angeles",0.816651629072682,0.000768548476624706
4000,346961,201900,"CA.Los.Angeles",1.71847944526994,0.0794413211354671
14000,259872,395500,"IL.Chicago",0.65707206068268,0.0101043591020419
10000,300824,379300,"CA.Los.Angeles",0.793103084629581,0.0108778443574709
4000,290067,369100,"IL.Chicago",0.78587645624492,0.0152253053413734
10000,410435,491900,"CA.Los.Angeles",0.834387070542793,0.0412917319678211
8000,283932,377700,"CA.Los.Angeles",0.751739475774424,0.0220738595965188
10000,224695,199400,"IL.Chicago",1.1268555667001,0.0507154787107145
8000,377343,442600,"CA.Los.Angeles",0.852559873474921,0.0124731901855155
20000,464060,787800,"IL.Chicago",0.589058136582889,0.0253671406758932
8000,345851,410800,"MI.Detroit",0.841896299902629,0.0266610529279894
22000,208530,373600,"CA.Los.Angeles",0.558163811563169,0.0219325231685912
2000,537081,837100,"CA.Los.Angeles",0.641597180743042,0.0200799212999503
4000,419689,478200,"IL.Chicago",0.877643245503973,0.00709121344378527
6000,272212,333600,"CA.Los.Angeles",0.815983213429257,0.0245886627304432
6000,302740,268400,"IL.Chicago",1.1279433681073,0.0222207378635251
4000,212377,269300,"CA.Los.Angeles",0.788626067582622,0.0158810669679978
12000,448108,624900,"CA.Los.Angeles",0.717087534005441,0.0240774271581727
2000,264512,201900,"CA.Los.Angeles",1.31011391778108,0.0412983795372514
4000,442810,131900,"IL.Chicago",3.35716451857468,0.152344911007321
4000,362771,517400,"IL.Chicago",0.701142249710089,0.0136752218934386
12000,336010,610700,"CA.Los.Angeles",0.550204683150483,0.00706409187584082
10000,205322,208400,"MI.Detroit",0.985230326295585,0.040350260901316
10000,453065,395100,"IL.Chicago",1.14670969374842,0.0331869070878964
0,253963,279300,"IL.Chicago",0.909283924095954,0.0425376672377916
8000,273787,247900,"IL.Chicago",1.1044251714401,0.0495343074277374
10000,153665,219900,"MI.Detroit",0.698794906775807,0.034696803542929
2000,275177,390900,"CA.Los.Angeles",0.703957533896137,0.0238149468146322
14000,272273,321200,"IL.Chicago",0.847674346201743,0.0285378348470955
10000,422123,565000,"IL.Chicago",0.747120353982301,0.00877664670536245
12000,305509,496500,"MI.Detroit",0.61532527693857,0.0071003608594309
2000,462425,696700,"IL.Chicago",0.663736184871537,0.00947959990197414
16000,250676,415900,"CA.Los.Angeles",0.602731425823515,0.0105796824515957
6000,114894,96300,"IL.Chicago",1.19308411214953,0.0347998755248612
0,149295,202800,"IL.Chicago",0.736168639053254,0.024955951737297
8000,202640,282200,"IL.Chicago",0.718072289156626,0.0240159584461229
10000,380330,414800,"CA.Los.Angeles",0.916899710703954,0.0319033961566501
8000,199223,278300,"MI.Detroit",0.715856988860941,0.0101362967423584
8000,336784,362700,"IL.Chicago",0.928547008547009,0.0215206253416359
12000,383919,635600,"IL.Chicago",0.604026117054751,0.0106108001995336
12000,336766,368400,"CA.Los.Angeles",0.914131378935939,0.0179377928194646
12000,213406,174100,"IL.Chicago",1.22576680068926,0.0357663085488754
4000,331857,560000,"MI.Detroit",0.592601785714286,0.0245730193926852
4000,442807,523600,"IL.Chicago",0.845697097020626,0.0014072632867305
16000,396522,642600,"CA.Los.Angeles",0.617058823529412,0.00301518954813946
10000,159176,105900,"IL.Chicago",1.50307837582625,0.0597115495152705
6000,375022,519200,"IL.Chicago",0.722307395993837,0.0275644709793797
10000,391229,500200,"MI.Detroit",0.782145141943223,0.0154106683432964
4000,285030,287200,"MI.Detroit",0.992444289693593,0.00671349860805208
18000,226297,276700,"CA.Los.Angeles",0.817842428623057,0.0362852601558507
16000,170999,283900,"IL.Chicago",0.602321239873195,0.0119488540410777
6000,267788,294400,"CA.Los.Angeles",0.90960597826087,0.0121836116704406
8000,269812,213200,"IL.Chicago",1.26553470919325,0.0337864466438873
14000,343937,315100,"IL.Chicago",1.09151697873691,0.035314376677377
4000,214229,279900,"MI.Detroit",0.765376920328689,0.0188172848042414
6000,251695,320100,"IL.Chicago",0.786301155888785,0.0032399516897292
4000,275353,238700,"MI.Detroit",1.1535525764558,0.0569939081298445
10000,343587,192100,"IL.Chicago",1.78858407079646,0.00939137591919511
6000,410921,534300,"CA.Los.Angeles",0.769082912221598,0.0159098531684641
10000,411516,515200,"MI.Detroit",0.79875,0.0250003559080797
12000,163008,201100,"CA.Los.Angeles",0.810581800099453,0.0240711837451644
8000,203031,230800,"IL.Chicago",0.879683708838822,0.000573229802832023
18000,372631,328600,"IL.Chicago",1.13399573950091,0.00763455895703766
6000,316943,232000,"IL.Chicago",1.36613362068966,0.00726715922027115
2000,232127,233400,"MI.Detroit",0.994545844044559,0.046819354782255
4000,247385,253100,"CA.Los.Angeles",0.977419992097985,0.00170569781786393
16000,335798,152900,"CA.Los.Angeles",2.19619359058208,0.108825576223749
12000,404737,502100,"MI.Detroit",0.806088428599881,0.0236354793702435
4000,185304,210300,"CA.Los.Angeles",0.88114122681883,0.0400377632223705
14000,166011,191600,"IL.Chicago",0.866445720250522,0.0129073253908261
14000,87672,154600,"MI.Detroit",0.567089262613195,0.00958607297090158
6000,166095,165500,"IL.Chicago",1.00359516616314,0.0252426323734327
10000,275482,309900,"MI.Detroit",0.888938367215231,0.0153857937824707
4000,226645,351900,"CA.Los.Angeles",0.644060812730889,0.0230312211750993
8000,347054,532300,"IL.Chicago",0.651989479616757,0.015927325392007
6000,421376,145600,"CA.Los.Angeles",2.89406593406593,0.12353187619469
14000,405239,279400,"IL.Chicago",1.45039012168933,0.0462294886288801
16000,423307,421900,"CA.Los.Angeles",1.00333491348661,0.0425496270398551
14000,420082,257800,"IL.Chicago",1.62948797517455,0.0600197737702835
6000,230638,316800,"CA.Los.Angeles",0.72802398989899,0.0142531415761555
8000,373843,267700,"MI.Detroit",1.39649981322376,0.0581643894098898
10000,192366,268600,"MI.Detroit",0.716180193596426,0.0316060762533916
8000,198034,194500,"CA.Los.Angeles",1.01816966580977,0.0242363831946027
8000,312981,301700,"IL.Chicago",1.03739144845873,0.00577571714848499
8000,367325,654600,"IL.Chicago",0.561144210204705,0.0234833233642832
6000,384855,225000,"IL.Chicago",1.71046666666667,0.0106150312069951
8000,466090,734500,"CA.Los.Angeles",0.634567733151804,0.00454518463059108
24000,360352,307100,"IL.Chicago",1.17340280039075,0.0530884245057175
4000,133502,110900,"IL.Chicago",1.20380522993688,0.0245487955872287
10000,446062,412500,"MI.Detroit",1.08136242424242,0.00828183042878979
8000,219797,225500,"IL.Chicago",0.974709534368071,0.00132159478996995
10000,294640,321800,"IL.Chicago",0.915599751398384,0.0176469723372549
6000,260830,182700,"IL.Chicago",1.42764094143404,0.0172790308636369
12000,375139,380200,"MI.Detroit",0.986688584955287,0.0118113301488469
8000,290913,214100,"IL.Chicago",1.35877160205511,0.0434366311011262
14000,237384,309200,"IL.Chicago",0.767736093143596,0.0254625476485303
20000,445648,734200,"IL.Chicago",0.606984472895669,0.0288133935225461
10000,329247,390400,"CA.Los.Angeles",0.843358094262295,0.0321276512693022
6000,317587,318400,"MI.Detroit",0.997446608040201,0.044182555596178
14000,174066,118000,"IL.Chicago",1.47513559322034,0.0582564642295068
16000,238621,358400,"CA.Los.Angeles",0.665795200892857,0.00715873838568155
12000,210763,328000,"IL.Chicago",0.64257012195122,0.028223491961217
4000,410959,175100,"IL.Chicago",2.34699600228441,0.0131472446913302
8000,201307,228200,"MI.Detroit",0.88215162138475,0.0139025941155786
12000,305293,372300,"IL.Chicago",0.820018802041364,0.0201598219956127
10000,402624,286200,"IL.Chicago",1.40679245283019,0.0484118518219944
16000,471734,395700,"MI.Detroit",1.19215061915593,0.00663034089209317
14000,178477,195900,"MI.Detroit",0.911061766207249,0.00303345763660226
8000,74666,62900,"MI.Detroit",1.18705882352941,0.0129982238080736
6000,248489,356700,"CA.Los.Angeles",0.696633024950939,0.031834026377496
4000,417816,438400,"MI.Detroit",0.953047445255474,0.0253935913113581
10000,434425,702000,"IL.Chicago",0.618839031339031,0.0215679350085335
12000,318879,484700,"MI.Detroit",0.657889416133691,0.0249710447481326
12000,267096,203300,"IL.Chicago",1.31380226266601,0.0456442704534252
12000,469181,205400,"IL.Chicago",2.28423076923077,0.100465422444435
6000,336449,297600,"CA.Los.Angeles",1.13054099462366,0.0207900887035533
6000,116830,129000,"CA.Los.Angeles",0.905658914728682,0.00428532248031973
16000,303302,335600,"IL.Chicago",0.903760429082241,0.0074097823660655
8000,307731,386000,"CA.Los.Angeles",0.797230569948187,0.0135849207990512
8000,369282,424100,"CA.Los.Angeles",0.870742749351568,0.00258441734651852
10000,254462,388700,"CA.Los.Angeles",0.654648829431438,0.00580068470354123
12000,229649,284800,"MI.Detroit",0.806351825842697,0.0338141440146539
8000,337350,340800,"IL.Chicago",0.98987676056338,0.0397283407604231
10000,201671,209600,"CA.Los.Angeles",0.962170801526718,0.0275238666698225
16000,410421,681200,"IL.Chicago",0.602497064004698,0.0250525650890749
8000,350898,491700,"IL.Chicago",0.713642464917633,0.00199583449592354
10000,300466,283100,"CA.Los.Angeles",1.06134228187919,0.018082186159434
2000,361765,579700,"IL.Chicago",0.624055545972054,0.0229482759732341
12000,212752,232000,"CA.Los.Angeles",0.917034482758621,0.0123452855720345
4000,159259,202200,"IL.Chicago",0.787631058358061,0.014204581331558
14000,243640,242200,"CA.Los.Angeles",1.00594549958712,0.0155377721187234
10000,313709,389300,"MI.Detroit",0.805828409966607,0.0122073625031868
6000,270587,391500,"MI.Detroit",0.691154533844189,0.0323349346594599
6000,221329,245400,"CA.Los.Angeles",0.901911165444173,0.0241984056509393
16000,332365,345600,"MI.Detroit",0.961704282407407,0.0191383663644417
12000,173169,160500,"IL.Chicago",1.07893457943925,0.0111147557175942
8000,133261,172900,"IL.Chicago",0.77074031231926,0.0229334700622387
16000,381164,609700,"IL.Chicago",0.625166475315729,0.00179317861152374
12000,327140,367500,"MI.Detroit",0.890176870748299,0.00553984689655821
14000,512793,150500,"CA.Los.Angeles",3.40726245847176,0.074903192859833
2000,470813,617700,"IL.Chicago",0.762203334952242,0.0377402761202994
12000,484176,564400,"MI.Detroit",0.857859673990078,0.0315487685150102
20000,391874,399200,"IL.Chicago",0.981648296593186,0.0131562116153954
12000,387649,466200,"MI.Detroit",0.831507936507937,0.017983369508554
4000,193535,217300,"MI.Detroit",0.890635066728026,0.0301226023275423
8000,326795,247700,"CA.Los.Angeles",1.31931772305208,0.0621145085687592
10000,336623,453600,"MI.Detroit",0.742114197530864,0.00868259173671407
16000,255522,198800,"CA.Los.Angeles",1.28532193158954,0.0154373313899774
2000,240894,231300,"IL.Chicago",1.04147859922179,0.0241693916926278
2000,387937,375800,"CA.Los.Angeles",1.03229643427355,0.0489165796648146
10000,204984,179400,"IL.Chicago",1.14260869565217,0.0326468563516948
8000,455419,591500,"IL.Chicago",0.769939137785292,0.010453506369753
14000,258123,289900,"IL.Chicago",0.890386340117282,0.0197613846659459
10000,296243,289900,"MI.Detroit",1.02187995860642,0.0278921265694188
8000,169110,314500,"CA.Los.Angeles",0.537710651828299,0.0120625426516278
14000,223912,277300,"IL.Chicago",0.807472051929318,0.0319412729958055
14000,434706,555100,"IL.Chicago",0.783112952621149,0.00547026145820462
16000,355279,472500,"CA.Los.Angeles",0.751913227513228,0.0308606889131261
14000,419914,561000,"IL.Chicago",0.748509803921569,0.00212948634082534
6000,578223,845900,"IL.Chicago",0.683559522402175,0.0151673731402115
8000,272793,234400,"IL.Chicago",1.16379266211604,0.0579229535820817
22000,322164,371100,"IL.Chicago",0.868132578819725,0.030433600800555
10000,349015,482600,"IL.Chicago",0.723197264815582,0.00251764134736334
16000,337577,432400,"IL.Chicago",0.780705365402405,0.00114499038938614
8000,276260,116300,"MI.Detroit",2.37540842648323,0.0887556469885141
6000,185204,271800,"CA.Los.Angeles",0.68139808682855,0.0238572946171228
12000,351142,404300,"CA.Los.Angeles",0.86851842691071,0.000262224948707304
6000,312996,231400,"IL.Chicago",1.35261884183233,0.00737555266029017
14000,355506,363800,"IL.Chicago",0.977201759208356,0.0258937098540671
16000,370812,440300,"IL.Chicago",0.842180331592096,0.0204453904424011
12000,214074,248700,"IL.Chicago",0.860772014475271,0.0157404276762252
4000,253004,233500,"IL.Chicago",1.08352890792291,0.00638500428135094
18000,145692,228000,"CA.Los.Angeles",0.639,0.0235090764152119
4000,383921,291100,"IL.Chicago",1.31886293369976,0.0499877867731646
18000,311918,420300,"MI.Detroit",0.742131810611468,0.0164829039856044
10000,396775,399700,"MI.Detroit",0.992682011508631,0.0140418695094044
12000,271876,279900,"IL.Chicago",0.971332618792426,0.0317118803118906
14000,302964,353700,"IL.Chicago",0.856556403731976,0.031448149326208
10000,165562,252600,"IL.Chicago",0.655431512272367,0.0197013997545549
14000,413612,412100,"CA.Los.Angeles",1.00366901237564,0.0235247586524594
12000,356491,453000,"CA.Los.Angeles",0.786955849889625,0.0190269132959635
10000,217841,295200,"IL.Chicago",0.737943766937669,0.0200803213961253
10000,92943,99700,"IL.Chicago",0.93222668004012,0.0403960846372953
8000,233818,200000,"IL.Chicago",1.16909,0.0450391239472952
22000,385411,530800,"IL.Chicago",0.726094574227581,0.00910920494849393
12000,412263,536600,"IL.Chicago",0.768287364890048,0.015543272442723
6000,13765,56300,"IL.Chicago",0.24449378330373,0.00170153398902241
12000,354480,299200,"CA.Los.Angeles",1.18475935828877,0.0234184376799494
12000,306165,390000,"CA.Los.Angeles",0.785038461538462,0.0363909598732707
14000,277533,391700,"MI.Detroit",0.708534592800613,0.0219810094691963
6000,271769,243000,"CA.Los.Angeles",1.11839094650206,0.0531033665321564
8000,413577,393300,"IL.Chicago",1.05155606407323,0.0244018280094748
6000,158022,162900,"CA.Los.Angeles",0.970055248618785,0.0092901969381109
6000,180724,248700,"IL.Chicago",0.726674708484117,0.0352870458200603
16000,330191,535400,"IL.Chicago",0.61671834142697,0.00113528894596067
12000,216038,218300,"CA.Los.Angeles",0.98963811268896,0.0312849292509395
16000,272911,400300,"CA.Los.Angeles",0.681766175368474,0.0125620331519951
